Max_Speed_kmph,Engine_Eff,Max_Flight_Distance_km,Wingspan_m,Cargo_Capacity_Tons,Fuel_Efficiency_L_per_km
83.66518249,0.418106012,606.5293911,3.488184408,33.24287379,9.523253141
27.19564348,4.256303515,39.02913808,0.470470638,28.02559503,9.688645492
58.24117645,2.012292906,448.2027237,2.360386299,0.566838877,9.891270162
14.25207833,6.243000573,992.8201078,3.25195874,6.010833359,9.826357577
82.14402971,4.315377212,83.70020921,2.999122917,11.40230491,9.7954629
41.67817474,3.182942499,642.8539475,2.155173364,5.199104661,9.842045384
21.56755661,5.004452736,789.1842271,0.048716326,30.6213642,9.593300379
11.58817587,6.040494238,836.8076355,1.142414832,24.77573762,9.656973684
77.40529258,1.755774793,152.5611427,4.525229343,34.73233257,9.560015267
73.6573363,8.439686276,539.4257809,2.442027496,27.81286758,9.59427141
71.70179689,3.909373052,95.16824672,0.677984423,48.6951479,9.431829899
5.171766234,7.116193374,943.6815284,0.646297736,36.11321889,9.539327892
30.2456598,2.369650183,852.6226082,4.546768458,17.35252547,9.710966825
63.26475367,1.759376343,789.7594364,4.406199439,15.93361761,9.698423127
65.29669842,8.764176979,15.37490625,4.27867631,28.60571721,9.647108639
41.40153848,5.226158468,824.0620081,3.610647748,25.06324253,9.625559835
48.76523259,8.992577127,232.3422036,0.478508479,33.93190593,9.588681488
70.22117122,5.683860268,262.5365451,1.479765302,30.85216144,9.59500356
27.29583423,4.996212124,332.0743499,2.552190881,11.46819498,9.824814781
19.80604783,7.339983398,385.7275374,1.162830956,42.92102007,9.512410998
40.17004765,1.158701653,708.0479638,1.399859946,28.26211227,9.606404033
62.36930403,9.625743711,191.1012006,1.420860286,46.6109916,9.45241066
71.82929063,4.49330997,734.7733972,2.066925616,20.50257607,9.649667609
15.64167542,5.220482466,262.6644142,3.16796718,19.93030914,9.758788792
85.37210327,7.713625911,147.9332332,2.955459816,35.68703102,9.542964263
51.44409116,1.13947282,503.2473941,2.164494948,16.2877218,9.735353951
58.25355715,3.24872333,235.556687,3.679506377,10.66855107,9.811505263
80.52882554,9.791610062,441.2387165,4.06196193,8.418386419,9.791163439
79.73035022,9.624671585,517.0233942,1.278599021,8.041313414,9.788154176
91.66268293,3.245725387,497.0037309,2.167157756,21.76077602,9.641029184
76.52582605,9.351583193,636.7746772,4.785691112,9.52223343,9.764574372
56.39372766,6.855069854,714.9763296,3.779237255,16.65750508,9.705533589
88.21945795,1.317055625,278.5357143,2.343570003,29.59990463,9.587927924
29.52841816,9.07825645,451.8468315,0.501686671,40.95258829,9.515761016
96.54538958,3.463276501,554.6435846,2.915353014,40.08104594,9.447179793
15.18382739,8.41254064,721.6095013,0.17460048,28.34575856,9.629197637
2.803376711,4.964399473,599.4131178,3.174398528,46.34393343,9.473815977
29.70570189,8.445658597,452.2212134,3.334699298,40.39717115,9.521100465
72.40411659,7.955005889,636.0695072,4.003903045,45.45067384,9.409482194
90.44188416,3.278882195,971.9728274,0.288334982,30.82013467,9.504159486
49.52245577,2.304760702,535.1480486,0.329773299,27.68570788,9.620105661
85.44654419,1.409724126,325.3521867,3.155616355,17.96506393,9.702367598
41.50030271,3.384508982,482.6698956,1.865979769,7.212416162,9.838108546
19.88127962,0.7924659,467.6570677,4.227019673,4.527554169,9.888077472
65.87254975,4.202231605,871.3810216,1.816567729,34.72216944,9.499767654
39.91122265,5.41948441,774.9456414,4.839285417,6.744372378,9.815150489
52.90970609,1.322686424,30.50372014,3.739753101,49.16356594,9.452404262
59.54032831,0.72432645,61.72797891,1.572736818,19.04420302,9.743844844
0.386648424,8.426829031,468.5797664,4.97853841,44.20734675,9.510681907
50.07763078,6.270581277,314.5519993,1.516780522,6.510248111,9.853364688
54.54002164,0.816712651,446.8596592,1.6086221,39.52666677,9.505507345
38.14456138,9.014953018,189.5304301,4.652732871,29.66433223,9.646259073
12.02416022,5.021501705,267.9181874,3.745182485,32.56547194,9.635529302
6.273651132,4.175462199,887.1362031,2.039134963,37.18152808,9.533197448
11.33825712,8.669166269,502.4317634,4.737860841,26.8660586,9.669757981
76.92256839,9.721138959,729.3470099,2.886366682,18.33540698,9.666788661
4.252508753,4.325457092,412.4804579,4.115311288,9.46263531,9.859873092
74.2644852,0.375636129,886.3653281,3.339712981,21.12218936,9.625877088
26.55077221,1.844010401,585.6451357,2.051193375,37.15114463,9.543373268
90.67745515,2.956515461,649.9003572,2.113610962,2.136949651,9.822963013
61.5432673,3.637025658,13.72604533,2.361399905,4.583445044,9.891249678
62.81696577,5.264963654,500.3487432,4.684396042,44.02136894,9.446934471
71.39339666,5.775407107,252.3693137,0.040813837,5.981737012,9.843552302
32.029423,1.967278459,570.0038225,2.674749087,19.48957225,9.716074472
80.05445255,7.311571459,687.8828659,2.513376237,2.172261471,9.829434646
42.80277291,4.991818346,447.8475963,0.022373134,32.62144294,9.586198038
25.73927753,0.446588244,503.4686094,4.602736913,1.472014168,9.90919372
1.374159307,5.877480869,542.9862373,0.078531743,5.153437534,9.892792842
83.63946423,4.526384465,124.3872666,0.779602421,30.5711368,9.598210441
32.86659948,0.25705232,636.0184962,0.16176463,5.513997425,9.848391577
15.87682485,1.432779115,761.5629463,0.467227279,7.432079566,9.833646085
44.7015569,1.400836909,746.9360275,2.438729253,43.98216981,9.440783142
3.811587524,8.551983883,153.8109545,4.628173679,16.30205547,9.817786762
51.07830382,0.236940764,729.1389104,1.068856427,45.83083713,9.417699434
66.17870457,2.836191455,260.9085892,0.852396066,40.09352517,9.506795185
43.8476749,2.769456114,952.8195121,4.011204161,29.31515053,9.567718869
80.24486557,1.20126744,672.1637765,1.620757875,34.37544864,9.50878427
96.16571294,7.803595907,565.5588372,3.727666041,23.41658335,9.61311257
27.99451787,0.4063404,677.2030453,0.712957173,22.96739804,9.674611197
66.67545429,8.91294006,609.3636373,1.088623397,23.70278279,9.635360354
66.76200689,1.953175224,732.1717956,3.819121186,26.1264679,9.598756135
85.88012395,2.247398381,537.7374936,4.470820919,35.20757554,9.508270371
80.68743136,2.220930223,572.7805813,1.620213577,32.94582166,9.532576294
52.26096469,6.254888051,617.6700243,3.682179104,39.94411434,9.486530889
6.187776846,9.483768497,406.4449124,0.850485061,46.09900594,9.492177673
78.39914154,4.203538094,599.9145145,1.130986307,20.65651639,9.655044243
40.09399651,7.540404394,431.7229955,3.774356443,39.50397141,9.52169399
38.56198616,4.400633314,520.7159938,0.01755348,9.752750009,9.811838914
84.71371472,7.609403025,77.15158048,3.174488325,1.036767658,9.897203451
53.42036691,1.614816282,853.452347,3.07407611,3.199113109,9.829243267
64.12538606,8.921982111,733.7064022,0.576011538,33.2546632,9.529957342
61.07026805,6.31351864,795.1621307,1.522095696,17.77342637,9.681679255
20.18161375,4.571760831,409.8433617,0.420509216,12.13032572,9.817530793
11.9927583,5.545083973,187.2665263,1.628010996,40.85266679,9.560753921
57.18492203,5.195832923,944.3627443,2.186756954,44.18205423,9.406558261
57.78540051,4.053354816,346.0720743,4.516889916,28.26226789,9.624984713
25.17135644,5.194688609,249.7708935,1.203344484,6.457067596,9.885280878
68.93092538,7.810436077,323.6119729,2.046483254,39.65340459,9.502173831
1.630319947,3.32830955,307.5943841,2.717258476,44.74346198,9.520175622
4.051673614,8.427713553,557.1278058,2.938334633,47.84828184,9.461752727
12.82831064,2.76643565,230.0518097,2.344199789,28.991493,9.674251578
72.78629745,0.530392065,426.1294202,4.621371673,23.12963871,9.653304373
81.76227192,1.119798068,289.6816677,3.676984446,31.06771185,9.578592443
44.31526626,6.689140002,770.9683033,4.487543546,22.01775561,9.658410347
64.26096986,3.814602802,927.0498649,2.403418464,20.52614953,9.637772548
93.94712578,0.019612819,331.9710906,4.191027848,22.57241746,9.647131591
34.83863853,5.878164141,404.675817,1.64751808,13.29866525,9.791707127
31.30454722,9.241620295,959.6729314,0.494152983,36.77069414,9.505021218
65.77626876,6.309686654,32.8433457,1.367269578,37.3051435,9.557887962
49.5806829,0.238883452,526.5155549,4.239024404,43.92101269,9.458557635
89.86259549,5.273323848,466.9675897,1.221723141,43.30387862,9.430401859
79.98571753,8.635748641,225.9449657,0.489514661,34.92225342,9.548197252
91.3151177,9.165767655,528.6314712,3.210526095,5.604059643,9.799781139
27.52877854,5.377509775,880.7688859,2.420698641,29.6354122,9.588040211
5.553643538,9.646539928,492.4272228,0.801352144,16.94854862,9.775718148
51.33073399,1.385143091,196.6468245,4.579484524,43.62762951,9.492728288
12.23021079,2.789979054,635.5843417,1.298768239,0.104193938,9.923169416
70.12145666,1.930785738,324.9555433,1.419682178,7.618459895,9.82119839
13.5685105,1.449134953,967.4916853,3.634254417,47.00376892,9.419644632
57.15399303,3.310087592,163.9268501,2.416781477,24.66992552,9.679754067
77.74698269,5.284394835,194.8503463,4.070953514,7.395800702,9.828809976
52.89140108,0.424691977,369.1809441,3.359365857,6.935425405,9.84083625
52.48799921,5.388391688,909.3551125,2.333146868,3.917544212,9.817401047
14.59372939,2.756086401,798.9540176,1.275541643,30.47146459,9.600796223
7.83816897,2.021454196,619.1428258,0.490693769,35.77712951,9.572476253
44.91002026,2.795752514,873.9002523,3.365790735,3.209219118,9.835607763
67.01976379,1.983792366,920.2589126,0.768659947,30.83447782,9.532609567
24.24065042,9.42166482,324.4671955,2.948182815,6.475468814,9.878557942
47.93720558,6.088362892,770.6961891,2.785337469,35.1799426,9.523193749
85.90815047,2.985567449,340.1669339,0.147869256,27.71309064,9.60294425
97.15309283,7.361026993,992.5855205,2.271760382,37.37367892,9.429851566
16.12082723,4.220064645,643.6138727,2.25156029,1.486109206,9.904656693
31.68426095,6.76067757,395.1937206,2.242024723,42.80895881,9.500706779
26.93908303,6.159316145,845.7705568,4.035753135,11.93618332,9.769122028
5.108977066,2.768277903,176.4034052,0.138553747,15.21808217,9.825069861
52.081139,6.503189786,377.895233,1.021414612,28.46530166,9.625476321
75.23663059,6.949516878,856.984557,1.319335123,25.15049161,9.587559998
48.84374037,3.215825829,686.4209866,0.671171024,40.25745664,9.479939595
3.661917416,3.88179849,607.3203456,2.121820435,32.78460728,9.607759975
3.880061491,8.671605076,77.65712692,1.438731611,14.66844579,9.841669768
1.181363717,0.940238805,851.8839291,3.879074239,36.89967397,9.544633504
68.92962031,0.74530084,298.6574343,0.032866388,3.026051039,9.870944126
3.788759579,1.989340043,56.28354713,0.084418922,12.24573658,9.86812552
79.88539236,0.563110047,984.5492343,3.287916182,43.34104403,9.388249244
66.07009576,7.768737399,300.7788547,1.286623494,33.22124888,9.57163953
56.31543534,5.056632577,177.2552456,1.153242616,27.48625561,9.651096484
40.99180412,9.625122943,552.8223557,2.15855832,47.52994266,9.428426534
9.161385082,2.717819915,346.3944357,4.267513089,38.3205992,9.572993179
30.47141748,8.725633575,62.55666513,2.4673347,32.73421188,9.635930797
31.21943144,0.691710724,257.1603094,2.418858862,15.905318,9.784011358
41.56718565,0.931246177,14.27354349,4.388063238,3.905587293,9.917949587
29.2824576,6.640453738,844.5044303,1.606313683,32.60342509,9.560232848
47.21312932,0.510130331,408.3630032,0.149240262,48.20951488,9.429855422
76.21838,3.392923296,234.74043,2.001635844,15.80822286,9.742225348
37.07944088,9.187144295,404.5251436,3.706997456,7.840651045,9.844061534
53.36810765,4.937339635,591.2319467,3.399437449,43.05097209,9.456998977
22.99672467,3.815341107,57.18278799,3.120906399,46.73799572,9.503905039
39.61971087,9.717510813,597.8752447,1.056233546,26.47645126,9.635828252
64.00455455,6.662728324,638.0418084,0.948069847,10.41552933,9.768035971
24.14630508,7.329939155,499.3545242,3.356277872,39.96817052,9.526236537
56.40695204,4.711410409,402.515097,2.68131435,7.478924019,9.828552298
78.64455027,9.12759237,812.3650361,4.109477833,41.47007063,9.42541824
17.56491157,9.958127295,657.1857905,2.10463532,44.40119261,9.472704583
58.2351273,9.936245091,752.0736945,1.837553546,37.12811127,9.495276391
73.01099722,3.129907778,884.1752409,0.703824582,18.26367574,9.655934721
63.6274191,4.791391192,678.1558976,4.986768405,3.899831853,9.829558673
75.89688588,8.174245086,282.2014413,1.275780262,22.06788114,9.675204159
39.38567576,5.078190676,211.5842015,2.469002375,40.63762114,9.533079693
88.28833923,6.667622625,288.1304639,4.366225592,21.06139555,9.672284659
23.18071903,1.34597309,961.6688579,0.439895772,26.48802325,9.615772163
20.21772716,8.682803955,194.5266935,3.682398797,8.255798421,9.877771619
93.81122487,6.633249994,415.120865,4.812412549,26.20254308,9.602651258
38.40737293,1.624755034,721.0893164,2.981664719,11.14464235,9.778037272
24.99618346,2.203821283,495.841865,0.236446565,14.46237423,9.780795888
73.6623944,6.212299033,818.5961445,3.724124775,1.063866868,9.833839322
56.95691341,4.384167268,361.3000438,4.961907932,32.84816854,9.578431397
25.10700731,5.328660587,95.23193311,3.726366399,17.38258698,9.79154393
16.88833728,1.62421463,15.22886537,3.889401266,36.43499378,9.617238838
48.50258925,3.059647559,391.6116527,4.42044246,6.064988611,9.851686359
2.956474013,2.157244497,520.6856333,0.038414591,5.213236707,9.892842596
69.78639819,4.480628571,948.63896,4.553832838,13.82289482,9.697120758
37.77159301,9.181717313,579.2575947,1.848609539,40.02033527,9.504099295
92.45041076,6.734930647,230.9035778,4.096302579,21.02630807,9.674196151
69.80465799,4.863536164,940.8649044,0.341876203,7.78983522,9.758210499
19.45682618,2.210005067,235.4276184,0.764251024,34.64587762,9.610541636
21.81557483,2.35453481,197.3882622,1.993436098,47.92965515,9.479149047
36.67802196,2.976241797,68.5995909,1.762637658,11.60980231,9.840363996
76.2927338,1.116282999,143.681042,1.392551504,14.40134147,9.765325747
84.63049367,7.912836565,578.6356332,1.442943394,15.94391766,9.698066766
59.2218275,7.398665588,384.0980551,2.547810143,44.40165683,9.458351799
64.97908567,5.35550132,71.22246114,0.880076059,10.04957919,9.827402876
62.31482925,1.081127517,28.99486998,1.801752788,35.94295893,9.575356095
69.32493543,7.92670352,696.2482563,3.066427893,24.30810484,9.617969191
20.84983205,5.685480559,636.6247482,0.618716642,28.25736693,9.632914024
9.774871319,5.470768023,158.918891,0.595067736,5.655002801,9.917783212
91.10253128,5.980873175,250.1587222,0.35724439,26.80907093,9.615790887
14.48029709,7.784029344,496.1096566,3.632244424,19.78632994,9.738045438
70.23227446,6.846143563,561.4162081,4.228698171,29.12367868,9.582389318
57.81104108,3.079831073,931.5062661,2.585697858,19.58573288,9.653181004
54.16422916,1.452421387,265.1252371,1.533409311,25.75793846,9.661743863
69.55108338,2.872024621,135.7659956,2.796090914,42.73249157,9.489547401
41.82320864,4.757729089,289.2085122,4.044170617,6.033247269,9.868923467
17.10887177,9.999566128,682.2157526,2.740262033,39.75539726,9.51711558
99.68824547,1.908742809,791.3930388,1.710810413,36.56163425,9.455556108
70.76597275,9.983300428,111.8720518,0.010626974,37.38922323,9.54415459
56.87769183,6.90874128,753.5250348,2.467532759,17.82672625,9.689502542
77.03758863,3.801299287,622.1922695,4.467030133,7.919573605,9.781547448
0.890615989,2.567566112,797.4719434,2.834128212,47.30804318,9.446281758
54.78740999,2.657813826,765.8853047,3.28775193,41.034168,9.45828238
66.7998476,4.519490104,277.0826691,0.278002324,15.39681263,9.751523759
4.625847757,4.300270708,225.7999119,3.518238041,11.00892633,9.862704898
8.143183557,8.387972784,60.03286029,3.754792297,46.4712663,9.521140867
10.71291187,5.596679299,451.7267103,3.993550294,31.17400031,9.632374414
27.82734366,0.014690061,482.8677288,4.470544412,45.26815852,9.471204298
12.52969831,8.606769674,34.4312858,0.461746377,48.31104062,9.500916767
38.69674072,0.707838967,470.4553544,0.230685099,0.818507745,9.906072646
56.17502294,2.112062198,621.9125898,1.673496319,6.623851644,9.815395202
98.44018582,2.499414155,61.97714607,1.394183101,12.5850028,9.769512072
29.96463042,3.556742312,805.1651808,0.29892218,17.7266335,9.712252516
10.3745543,9.821966461,143.9717323,2.395174724,24.00217163,9.735206556
78.11782086,2.721458713,737.7738575,0.131692796,46.35752188,9.384529575
9.895565126,4.808295044,173.4297133,1.843083865,32.10102584,9.651751205
14.2472175,2.891085199,679.1823327,4.222722738,29.64488812,9.621385668
52.29846653,1.096090123,146.5404616,4.790956856,0.131243004,9.931735057
48.44186863,7.563424807,209.9630302,2.297818582,24.65305955,9.684031233
26.03971577,8.787512511,925.1561801,3.746684252,0.431829586,9.87712637
62.89255677,2.32111868,267.1846591,0.919019775,28.62057142,9.624183263
44.6718656,1.935641094,932.640931,1.196115767,38.93694518,9.47269459
2.469090025,1.834801085,818.8660675,2.682132781,32.30537669,9.592590536
42.88983914,4.356321297,125.4040138,0.85496323,45.94985384,9.485071221
45.76321023,4.72455089,666.3307729,0.070634775,26.63470767,9.621256636
88.53355519,4.173045002,412.6036846,2.266551273,42.75510263,9.44265505
61.00010862,7.47350903,718.1501574,0.254298746,48.8349813,9.378835063
70.62081724,5.801252462,45.17657995,4.590405952,23.47784082,9.690083117
91.11923814,4.184069336,577.3050001,4.468589648,23.04154664,9.620734795
17.95314032,4.250649134,381.6266292,3.654315323,42.03668133,9.523517383
1.133226231,4.948151341,267.2670393,0.822163448,33.28528338,9.639287236
83.55456412,5.44405754,193.7941571,3.756426635,26.06663345,9.636399686
80.46381268,9.647228265,419.3509917,1.595010477,14.10397545,9.736561334
69.09864667,9.718774082,285.8189541,2.311391078,28.81654632,9.614153995
95.3923591,2.47145166,961.6329757,2.620130473,36.4193481,9.444250862
78.13408968,1.646092289,974.744605,4.880602889,43.30850276,9.391306422
84.33548155,3.262644217,852.0664607,4.441639786,13.32632256,9.697194647
17.06562199,7.569787491,577.7352939,0.539315999,19.97527995,9.725408049
33.19999452,6.60690814,420.405154,3.243381497,39.9694034,9.525065456
70.70725523,6.175353429,906.4677298,1.238908784,25.37782494,9.584867722
75.6111653,2.24034397,211.6936416,3.421365226,39.03195784,9.512899892
88.63647883,4.48313689,716.2960924,0.854747771,15.73796262,9.682354286
63.21208143,1.47883552,955.6823887,0.639287389,38.83820841,9.452837596
31.86138553,7.329052811,404.7577079,3.738144226,45.01691714,9.477493672
59.61433368,1.639280668,951.069425,2.662427914,11.9713697,9.725565027
40.84273006,7.210925517,935.3004084,4.532931589,7.014464895,9.79548258
87.17895851,5.901671803,409.679465,2.321835122,39.73058591,9.474547236
84.47750794,6.578968948,58.46129303,4.042318366,1.287210687,9.896804256
38.7768142,4.441674377,506.1066942,1.279766964,20.95330957,9.701079421
78.72984266,2.712664067,813.250762,0.062879254,7.139943345,9.768545648
92.53006742,4.703999292,50.7976399,3.052216263,22.80035204,9.674386648
8.85876688,3.479624931,614.4260844,3.138542723,44.34515148,9.48624711
49.25060894,1.047377939,113.5531071,2.084016534,9.266056936,9.846733511
92.09538328,2.120782427,376.3697566,2.561909412,16.52011187,9.705066522
66.45962662,6.05255556,939.3676948,4.159795303,30.14808443,9.53812276
44.67117126,6.147746873,623.0659996,1.347888,8.900879273,9.804013436
51.90075538,3.072631305,385.2304467,0.008318118,34.08389889,9.568737211
5.801545717,7.354714682,207.9598581,0.823824516,30.02781131,9.673124355
98.3472938,4.220695902,869.3191021,0.309204378,25.43341287,9.560386667
68.17658643,3.75389219,129.4695225,0.077032229,19.3371168,9.725505293
74.27384671,9.905517338,463.0726237,1.474585887,17.33334205,9.70608547
9.19310792,4.501132323,627.128623,3.117887061,0.638451376,9.921709516
63.37319645,6.656864287,502.0245284,4.724396497,12.90223721,9.757401979
85.19159087,1.742215638,261.9551745,1.024493875,44.26597482,9.445953144
79.35256795,4.504837751,378.0230719,0.064506449,35.09697943,9.531875331
96.49381253,7.785193236,233.0766262,1.322510157,21.14014327,9.668797092
40.77316831,2.323376815,791.6177878,3.930428499,35.32354174,9.526829636
0.496060157,9.173782984,337.5581051,0.144093777,31.87095171,9.647038612
73.75992952,6.709610146,390.9162481,4.305830003,17.82542552,9.70889419
53.825825,9.217565394,727.8953217,0.473341615,38.85693204,9.484815322
90.16909835,8.253882832,476.7652855,4.125738956,3.781454548,9.824339828
25.42266118,8.668668961,41.38781121,1.990270096,43.02349429,9.540203615
44.58547688,0.846207688,459.1125232,3.661079663,15.81959871,9.751307284
90.65309186,9.407964011,167.7655808,0.466932191,14.96784017,9.742891948
46.90426473,1.570140718,241.5683131,4.666493766,35.74400107,9.571498893
59.79459946,7.079557172,2.725869009,0.727606835,34.58751122,9.594057701
71.49684979,8.529729217,585.5502285,2.78625022,19.88188695,9.671129258
81.65560804,8.520230521,451.5929631,1.877964308,2.520254616,9.847982549
79.2076576,6.7305705,439.2019707,2.523426867,44.80261257,9.42884602
87.76740768,1.790835184,849.0094927,2.548694717,5.305897451,9.774272669
31.14837188,6.8694574,893.4339104,0.541748672,30.48265993,9.574681638
67.81289259,2.761770063,756.640596,0.516641569,11.9838444,9.736684604
0.04909638,5.027379168,263.4359552,0.390337362,44.04407268,9.533166581
19.86649848,5.673197886,271.4654303,2.987497878,32.71483168,9.625838642
72.55912918,2.957260787,47.2551184,4.28635824,48.46468934,9.438068466
88.62247188,0.826100487,785.1361948,2.430017323,31.60606684,9.51680324
61.17152506,5.350312901,675.0779395,3.081607143,28.84203918,9.582900289
14.28245331,8.649374487,753.4954226,4.821846,39.58715017,9.514496503
58.2521271,9.171675511,654.2627086,1.550648449,8.775170704,9.788569895
60.43077792,7.361741349,824.1621349,1.426439697,45.10000708,9.406152938
57.79712762,7.230930547,808.1328331,4.656409921,14.49951736,9.716394416
39.24666186,8.999673055,834.4761385,1.99568122,23.36691329,9.643636591
71.71476261,0.612496461,367.3186156,1.031151001,25.93975918,9.632155784
77.21024262,1.299248666,986.7344572,2.335558552,38.65083435,9.437607968
35.2416347,4.881367782,964.8642417,3.451310785,1.282661007,9.855445331
23.19821334,2.59260757,958.9069246,3.84784335,33.93153086,9.541595786
6.965073866,8.038145254,181.6732615,0.743902373,43.44249518,9.540442648
0.503714395,0.632798841,919.4059889,1.257777152,38.71691372,9.52038655
65.71731874,1.122323623,794.9289033,1.036954928,34.77132905,9.5070765
38.08533426,5.447598583,946.2064597,1.295899452,15.05497287,9.716744291
29.25254167,3.700227271,576.6234373,4.001255963,44.65567591,9.466528356
6.118888421,6.50096535,592.4045964,3.004695295,39.66666559,9.537973996
