,MonthlyCharges,Contract,ServiceUsage,CustomerSupportCalls,Churn
36,85.08861504501792,Two year,20.24780027662477,6,No
37,85.52405971872813,Month-to-month,12.554612496725689,9,Yes
38,114.93732706631617,One year,14.601639248094212,5,No
39,91.36382691931351,Month-to-month,8.63697656348819,4,No
40,62.35571105164074,Month-to-month,4.219272459992648,3,No
41,69.33287584194073,Month-to-month,13.680936979118687,0,No
42,92.78680763345383,One year,13.242666563194032,5,Yes
43,35.420292446634285,One year,22.94711140703183,1,Yes
44,90.00900439011009,Month-to-month,0.22460581235258914,5,No
45,90.35740826563435,One year,21.555715655565393,1,No
46,48.93443049664568,Month-to-month,22.22032969349555,1,No
47,41.603366788936796,Two year,5.77497217060475,8,No
48,58.38855158317655,One year,1.0962499688917422,7,No
49,62.73396938483604,Month-to-month,20.37263479498983,9,No
50,81.31770933760916,Month-to-month,4.055425305905888,3,Yes
51,69.47413621160882,Month-to-month,9.525220213239958,5,No
52,118.95364542533035,Two year,10.876757459627491,2,No
53,39.18403296732252,One year,7.7999743267085755,6,Yes
54,48.798908048535125,Month-to-month,10.236660788357227,3,Yes
55,44.51785660964966,Month-to-month,7.46992315544887,8,No
56,88.77974929188585,Month-to-month,12.605359463735555,4,Yes
57,52.79624422858039,One year,0.9604097889193612,8,No
58,71.96796955706756,Two year,14.183258024171977,0,No
59,51.99830328014424,Two year,3.669288232406707,8,Yes
60,44.30726252809677,Month-to-month,23.43366240284939,10,No
61,39.93376270478746,Month-to-month,15.494608253464648,4,No
62,89.06966305187461,One year,0.19006852590546774,0,Yes
63,42.43646562137524,Month-to-month,0.937661068783969,5,No
64,47.69241255120481,Two year,6.473548631208719,5,Yes
65,63.18526535948677,One year,18.33447339644268,2,No
66,103.88939068631416,One year,2.2143443418683457,4,No
67,38.739114821375516,Month-to-month,15.889617921541928,8,Yes
68,105.41504167489235,Two year,13.237814281891126,8,No
69,38.64885671045668,One year,10.476777303900242,4,No
70,117.88135185120562,One year,4.256091645273504,1,No
71,72.17860814829314,Month-to-month,0.7852657528412053,8,No
72,117.90849793713035,Two year,12.296875960244003,8,No
73,84.43609677705413,Two year,12.35062343235164,8,No
74,96.53372214584715,One year,0.35760018010593875,3,No
75,33.52690130288886,Two year,15.42181551087317,3,No
76,55.45262663187686,Month-to-month,8.672909954367439,2,No
77,40.8176905091852,Month-to-month,11.55137657377702,10,No
78,56.65261777699304,One year,11.018075503262171,9,No
79,40.685494705881965,One year,16.74216964038641,5,Yes
80,58.618486145457844,Two year,12.149884928467642,7,No
81,67.2836695063203,Month-to-month,8.881248930775799,5,No
82,35.773274671390595,Two year,4.715924292602351,8,No
83,92.32249074330178,Two year,0.7171473501849013,7,No
84,80.99413087859176,One year,5.428345099248515,9,No
85,53.885054184550086,Month-to-month,14.923438663582798,0,Yes
86,77.09232481200297,Month-to-month,6.1953768790900705,2,Yes
87,38.454645968259754,Two year,16.288671405640077,7,No
88,81.83518460005614,Month-to-month,22.502174836397646,3,No
89,113.63665778185927,Month-to-month,6.1576193827631505,10,No
90,58.67120572061913,Two year,18.571986548045107,5,Yes
91,90.06693419673135,One year,15.74780247129348,1,No
92,41.861807616395296,One year,9.590048337468685,5,No
93,94.4694483706709,One year,16.951861338517112,1,No
94,56.0465483652481,Two year,6.712164076245,1,Yes
95,46.48722258064052,Month-to-month,7.185094923586614,2,No
96,82.78616413290749,Two year,9.611807483168121,4,Yes
97,31.80967915687442,Two year,10.168830928936227,3,No
98,104.60460262956268,One year,13.2548976077064,1,Yes
99,30.422592857329235,Month-to-month,9.201153667772498,9,No
100,91.0034883116607,One year,20.531610269237063,1,Yes
101,54.30071758729484,Month-to-month,15.190531708703308,2,No
102,96.16746199103353,Month-to-month,21.93381768095336,8,No
103,116.59696906056944,One year,8.790598524677762,1,No
104,52.387782916796226,One year,23.632041651010983,7,No
105,81.85416009760533,Two year,17.0714269756741,8,Yes
106,83.28377381446552,Month-to-month,18.43783796464185,2,No
107,81.5026715211786,Month-to-month,13.87393412934769,9,No
108,50.07734693765565,Month-to-month,21.10062142414532,6,No
109,115.74741103652865,Month-to-month,2.350131716294306,5,No
110,70.24128407558646,Month-to-month,18.715747447016838,1,No
111,106.1767805224015,Two year,15.650202273412521,9,No
112,92.95313477857539,Month-to-month,20.18379665476499,6,Yes
113,56.76932557696203,Two year,21.10097601610095,9,No
114,103.24180377322295,One year,11.157081597046083,2,No
115,65.68551667622862,Two year,23.097791773971732,5,No
116,109.29928774000454,Two year,19.53539814032119,6,No
117,82.31455853722728,Two year,20.85809461375253,1,No
118,109.35618256693675,One year,0.30905428586253514,5,No
119,92.32784310699893,Month-to-month,22.740344752916734,8,Yes
120,95.27288518376764,Two year,6.111566760590683,4,No
121,75.1191943734032,One year,15.125683717778351,6,Yes
122,116.04752712509016,Two year,10.95837914375145,5,No
123,87.95911793066736,Two year,14.682996730720333,6,No
124,68.14695437023617,One year,13.94444597048847,0,No
125,84.57538927151319,Two year,18.510934947583944,2,No
126,31.727387847840017,Two year,13.237164169998655,5,Yes
127,57.141733500709435,Month-to-month,13.438494627779054,6,Yes
128,89.41561837434165,One year,14.202578644618088,2,No
129,56.10698464893997,Two year,5.24192116396715,9,Yes
130,85.62138860989575,One year,16.403746552121433,1,No
131,68.58918308511895,One year,23.593434087568816,4,Yes
132,42.19266578002052,Month-to-month,22.22683703111918,8,No
133,56.84540933604277,Month-to-month,5.6391332670949685,8,No
134,81.29684196311385,Month-to-month,23.46338328557011,3,Yes
135,83.1785485123356,Two year,19.923556317283243,7,No
136,81.68927239646209,Two year,23.199640182453017,10,No
137,88.78807378714203,Two year,23.392872514721653,2,No
138,88.689294300152,Two year,11.177557398008446,9,No
139,68.82765918905766,Two year,15.040210781530394,1,Yes
140,110.68919362659567,Two year,6.390952852624842,10,No
141,63.08056830431069,One year,5.007348479140633,1,Yes
142,69.22784327390642,One year,10.761763599880997,1,Yes
143,110.2731019514105,Month-to-month,6.014914295207012,6,No
144,102.55745901414771,Two year,20.46262456368288,3,Yes
145,93.34997251863297,One year,1.403133088418266,6,Yes
146,39.020419858107104,Month-to-month,6.939680971177046,5,No
147,112.75343523702062,Month-to-month,4.263641695200673,4,No
148,94.28171695942002,Month-to-month,2.365869838228983,2,Yes
149,119.89623059110798,Month-to-month,12.23516615930211,7,No
150,43.45034741921944,One year,20.51518255121023,8,No
151,108.13134516313929,One year,10.457103701664533,8,No
152,44.624364120873736,One year,6.367268139428179,0,No
153,85.40036078554598,Month-to-month,21.171760415164766,7,No
154,41.14379845644974,Month-to-month,22.10704079466945,8,Yes
155,106.3207406390011,Two year,12.139167186403004,8,Yes
156,102.65870628525096,Two year,15.79500399820471,7,No
157,81.2190664753134,Month-to-month,1.4759674841488923,4,Yes
158,66.64649675033996,One year,8.193727238612071,10,No
159,36.22502959096242,Month-to-month,9.351114783411187,6,Yes
160,92.76858958301074,Two year,12.131352370571207,9,No
161,70.8188414410262,Two year,20.36756139463937,6,Yes
162,94.98500395233131,One year,19.429592938770448,8,Yes
163,107.97440933357663,Month-to-month,0.2346604231535947,3,No
164,117.79693545025972,Two year,3.728908484051824,7,No
165,107.02230081533499,One year,9.051863511649474,8,No
166,31.054267576650176,Two year,12.288418380716273,4,No
167,62.39802580305275,One year,14.567740132156574,2,No
168,95.69915061816522,Two year,3.4655476592807286,3,No
169,45.44667095352965,Two year,16.710980321755567,0,Yes
170,76.89329455837164,Month-to-month,21.37870093203876,4,Yes
171,34.890418950532826,One year,5.369226393953905,8,No
172,47.99968724067601,One year,12.957252016922181,0,No
173,31.66696150145526,Two year,23.754356761805774,10,No
174,101.43279330216785,Month-to-month,15.459088313006106,4,Yes
175,50.15322192543421,Two year,2.2380958523632852,2,No
176,61.08165126272124,Two year,18.560520422706887,6,No
177,113.52731641190317,Two year,12.188967993664244,2,Yes
178,93.39729617311795,One year,2.6883528733057513,2,Yes
179,32.865503657817705,Month-to-month,12.363670730557711,2,No
180,44.82247408481214,Two year,18.12575142107188,7,No
181,85.93305613497873,Two year,2.8114053155876,10,No
182,81.95057297437509,Two year,8.550143208636296,9,No
183,51.41035392370578,One year,1.9775123216968522,10,No
184,114.07925981323145,Two year,3.635929443169128,6,No
185,85.25693603693064,One year,1.259932520531355,9,No
186,78.20695227224624,One year,5.427434466033923,6,No
187,83.09189787191139,One year,10.90157548163142,0,Yes
188,95.71098265650927,One year,18.994102469992185,2,No
189,58.07504959316417,One year,16.471221778200686,1,No
190,65.83989559944827,Month-to-month,14.100922978538236,10,No
191,48.88593740776099,One year,23.678250361950084,4,No
192,46.75737052923026,One year,11.128672483400225,6,Yes
193,114.99351509855403,Two year,21.963475262080586,3,No
194,96.55957155443588,Month-to-month,8.079363121950884,8,No
195,74.14129277558104,Month-to-month,10.23554894736247,7,No
196,50.46731651759909,Two year,9.534433015187393,5,No
197,52.892083359335366,One year,14.32366832718393,9,No
198,35.22262442914881,Month-to-month,22.369361507925582,0,Yes
199,69.09749630023087,One year,18.4266622468832,2,Yes
200,58.06162937946923,Two year,20.014694423197454,1,No
201,92.67091399339135,Month-to-month,19.0105269539849,0,Yes
202,63.99766553632328,One year,22.84560908761636,5,No
203,46.16433098036713,Month-to-month,2.7410990745181874,9,No
204,32.22108555521981,Month-to-month,19.54553906985337,7,No
205,36.05246683169237,One year,16.134547791127023,10,No
206,91.14534961487107,One year,0.7857093466954996,3,Yes
207,70.83271601004408,Month-to-month,9.572340642690548,4,No
208,78.292128999785,Two year,7.6428115822592,4,No
209,110.70041637363079,Month-to-month,2.4766351579340817,7,No
210,119.13050526570339,Two year,7.436460223804537,1,No
211,49.52072859586265,Month-to-month,2.6973861349548054,7,No
212,89.67703827900907,One year,0.09264063074979845,7,No
213,53.69901390634356,Two year,21.30239129821352,8,No
214,31.858589951915583,Two year,3.764232357636362,9,No
215,98.25407884525274,Month-to-month,11.708124618245963,5,No
216,58.801543574022105,Month-to-month,1.3297846409415923,6,Yes
217,64.51175047547082,Two year,19.485671961657506,1,No
218,82.94854021982451,One year,18.145768587527513,0,No
219,104.79436097125713,Two year,19.67416829804401,0,No
220,86.6083659232034,Two year,17.156042544665482,0,No
221,108.53855899026557,One year,20.409724071055734,2,Yes
222,54.61878313340722,One year,7.135802599015679,3,No
223,101.82421505213074,Month-to-month,6.543250940684251,1,No
224,46.7072349875357,Month-to-month,1.0116240172538582,6,Yes
225,115.751249127475,Month-to-month,23.315520770188037,4,No
226,91.87394487490337,One year,7.344547377153805,0,Yes
227,49.39569094022026,Two year,5.458173325723745,8,Yes
228,115.26335314400318,One year,1.6380775966347985,8,No
229,95.7770226093142,Month-to-month,10.315762227998407,6,Yes
230,52.854747833552324,Two year,19.406595123112744,4,No
231,49.198077963073374,Month-to-month,7.67022219315079,5,No
232,76.6380642537597,Two year,18.728879979816618,5,No
233,32.30964462490784,One year,18.573322943182276,7,No
234,48.672306789699846,Month-to-month,22.4764114658703,7,Yes
235,68.22169218763557,One year,6.1635128822444845,9,No
236,63.6752982300803,One year,14.041101261128778,3,Yes
237,71.72178819283296,One year,22.306616964984208,10,No
238,54.98658356652587,Two year,5.636295187845716,5,Yes
239,82.8105911812352,One year,3.2359680765442764,5,No
240,107.74700453309083,One year,9.130792211081156,4,No
241,40.57786703658298,Two year,21.849829240277916,10,No
242,76.56411964387027,One year,17.988883707427412,9,Yes
243,41.8861295710638,One year,0.8994641320552805,0,Yes
244,94.51737130733343,One year,18.558289455369664,9,Yes
245,65.64537325265644,Two year,10.843952453817202,5,No
246,80.88791806726582,Two year,15.991689579328568,6,Yes
247,46.495185259267075,Month-to-month,17.051596077010828,10,No
248,43.036298340903954,One year,13.271624025679122,7,No
249,73.92506525840591,Two year,16.720278283703443,0,No
250,62.005146406496,One year,15.247533567396928,8,Yes
251,114.63887507275318,Two year,16.35205616668688,0,No
252,98.87927284262688,Two year,2.493634947834088,7,No
253,97.37972578654926,Two year,18.178500989470955,8,No
254,111.33477657713401,Month-to-month,11.782944050080538,8,Yes
255,37.50801918978167,One year,4.5307659788114,9,No
256,79.69732229301658,Two year,7.477157416637465,4,No
257,82.6028462060192,One year,14.892805777321222,0,Yes
258,116.5742740692506,Two year,23.13379019100615,3,No
259,56.2932774113294,One year,4.513944279023315,6,No
260,51.67459019239021,One year,21.487017562644972,8,Yes
261,39.02645480389481,Two year,15.522610714031,3,Yes
262,31.47866666323268,One year,11.939516394184814,4,Yes
263,113.65763851129715,Month-to-month,8.884685885240682,4,No
264,90.29248919318191,Month-to-month,3.694627155499558,4,Yes
265,100.6637620820824,One year,2.8955106470196927,1,No
266,55.355709517855416,One year,3.1424351345664405,3,No
267,82.7769149567694,Two year,5.475189329853851,8,Yes
268,35.755973950888304,Two year,20.463215684668853,8,Yes
269,73.70648363411607,One year,5.882785131236209,3,No
270,117.97456257700021,One year,8.555637296014776,2,No
271,108.88547207849317,One year,22.366869577342243,1,No
272,60.4343056653161,One year,11.527091949081207,4,No
273,116.54131390873486,Month-to-month,14.210117086509872,7,No
274,50.85314638240841,One year,19.889623247331535,6,No
275,115.43869401741134,Two year,3.4285452741659777,8,Yes
276,114.72399342358487,Month-to-month,12.809354918144816,0,Yes
277,101.92823286171526,One year,2.371339916860868,1,No
278,86.7403143180112,Two year,13.026783459971476,1,No
279,108.68591699624523,Month-to-month,14.265087823930578,3,No
280,56.3718256057017,One year,13.10614480826169,7,No
281,106.40491997816264,One year,8.742829793252305,8,No
282,85.60890227257714,One year,20.36252435103986,4,No
283,31.191317198300954,One year,7.431212633787024,6,No
284,61.251016613899765,Month-to-month,18.334261098984445,10,Yes
285,43.332677485334855,Two year,10.763570740300691,2,No
286,118.36464508364278,One year,19.33010801401484,6,Yes
287,73.05332763359893,Month-to-month,18.996899335755046,9,No
288,74.76522289487964,Month-to-month,19.701599651003477,0,No
289,87.55252647588512,Two year,16.580898518257886,0,Yes
290,63.172614551665575,Month-to-month,18.191083420772426,2,No
291,42.321024451703906,Month-to-month,18.713955952336313,9,No
292,103.9905959874821,Two year,18.032314263725823,9,No
293,47.086312071248216,Month-to-month,9.409918808272906,0,No
294,76.01870842918103,Month-to-month,4.73859143342746,5,No
295,50.18853260772653,Two year,23.2831409371673,0,No
296,38.806003604463065,Month-to-month,6.151443442206518,10,No
297,107.5972365679515,Two year,23.529001901511762,4,No
298,117.56275401208173,One year,2.4524210747688464,7,No
299,116.47511922567001,One year,19.847386868536397,7,Yes
300,111.58999492990611,One year,5.076431562019969,1,No
301,99.6642599428775,One year,19.942755589671744,8,No
302,59.98306368257777,Month-to-month,1.6604353126234264,6,No
303,37.29912509891971,One year,20.80087149904378,5,No
304,66.65170542724266,Two year,10.040722262608458,1,Yes
305,50.90107279538485,Two year,22.195796968142925,5,Yes
306,41.92388712821847,Two year,15.41470391313825,4,Yes
307,34.80844636081427,Two year,12.392715518314809,2,No
308,95.30349277895209,One year,13.613773336997944,6,No
309,31.02847127625279,Two year,12.874935311152365,10,No
310,99.35226736524986,One year,3.282478482698184,1,No
311,43.22519808603376,Two year,16.11763981733315,1,No
312,37.156987432808016,Two year,4.289210562882389,7,No
313,38.06427308147448,One year,20.11621189004277,9,No
314,90.4843026618523,One year,1.5097670700142727,5,No
315,52.08304888675603,Month-to-month,22.90562113367585,4,No
316,67.84855200120886,Month-to-month,3.5750076272245845,10,No
317,80.16319121915252,Month-to-month,3.7313573026849864,1,No
318,107.44960564459144,Two year,1.6821303326840464,5,No
319,95.43398364401955,Two year,3.5955720845055197,7,No
320,54.32951147148432,Two year,13.775848891410552,8,Yes
321,41.833451936201485,Month-to-month,8.565694119230027,2,No
322,34.98368883790781,Month-to-month,22.412159715263126,4,No
323,57.14387710328482,Month-to-month,8.791851863358122,9,Yes
324,53.59063343157104,Two year,22.227393079705777,7,Yes
325,71.05265101204317,One year,1.4056177680918216,2,No
326,91.49532019929124,Month-to-month,5.278559370747329,8,No
327,92.60629010749714,One year,20.22427228146996,2,Yes
328,55.516696192395,Two year,3.9281537817959338,1,No
329,64.19342603101084,Month-to-month,6.246060922806812,8,No
330,46.30358655632128,Two year,8.909217314747483,7,Yes
331,100.96909610758668,One year,14.020763266344535,1,No
332,35.11632687899163,Two year,9.415466689752968,3,No
333,92.72975175524886,Two year,6.43615437255094,10,No
334,100.0825856346993,Month-to-month,11.68666023467156,5,No
335,99.96668056638778,One year,12.764618087688138,8,No
336,53.34803079108194,Month-to-month,23.09784659061195,1,No
337,63.64318241393053,Two year,16.22291077248632,3,No
338,82.88396716767501,Two year,4.6121579065689495,9,Yes
339,54.55397121820204,One year,18.27192662430718,1,No
340,63.37675192960999,Two year,23.54740244779941,10,Yes
341,47.73488521670757,Month-to-month,3.617163452028147,2,Yes
342,71.38702953804066,One year,3.8940434465136216,7,No
343,34.01510711287027,Two year,2.7523436982922886,5,No
344,101.98162961135561,Month-to-month,6.978275272739436,10,No
345,36.92608022879695,Month-to-month,16.703381243384232,8,No
346,76.69516339483735,One year,7.986644315955999,5,No
347,57.61290895906765,Two year,2.290958773235528,3,No
348,81.9788653948238,Month-to-month,15.117644874090576,2,No
349,116.34900067500826,One year,18.60331703060861,5,Yes
350,88.10132200104034,Month-to-month,9.720995766797696,4,No
351,33.18261921799418,Two year,16.003606793324124,8,Yes
352,68.73621955572551,Month-to-month,14.136746943282109,1,No
353,75.90151670864252,Two year,15.447456326267147,0,No
354,78.25597452331067,Month-to-month,10.125171264251051,8,No
355,91.3253259543454,Two year,11.450387621842767,8,No
356,54.98364879585895,Month-to-month,19.558790582879862,4,No
357,41.59745089196882,Month-to-month,14.090928114115993,0,No
358,65.3408108892385,One year,2.2629144749981727,4,Yes
359,116.0765150516354,Two year,0.7164889090391187,2,No
360,46.841780257576026,Month-to-month,12.270038831581537,7,No
361,111.35855594354133,One year,13.07183576763314,4,Yes
362,78.94253550695937,Month-to-month,19.58803410706355,4,No
363,71.12202794811893,One year,17.53048373267056,5,Yes
364,109.38372692069007,Month-to-month,5.4091900417933765,6,No
365,71.27435655917273,One year,19.046329011409448,3,Yes
366,95.17508729503889,Two year,15.098774973174933,7,Yes
367,65.91227895327918,Month-to-month,5.598503581447967,0,Yes
368,111.3639953610862,Two year,12.380961436450288,9,No
369,92.10225181721046,Two year,5.7606638222631394,4,No
370,92.96598488254651,One year,17.32134890105267,4,Yes
371,59.494836140140706,Two year,7.244772979489311,10,No
372,98.11007784632002,One year,11.921866166613558,5,No
373,87.24549499024272,One year,21.55671076527605,10,No
374,51.601824604173856,One year,23.696673230735797,8,No
375,44.44849402367308,One year,22.989567697061364,5,No
376,101.67523270655985,One year,18.49119351880075,6,Yes
377,116.32499427317002,Month-to-month,3.2688783554614655,1,No
378,71.23249445340386,Month-to-month,11.230730390370379,4,No
379,83.18857487913164,Two year,23.238852402261283,5,No
380,107.19503797741991,Month-to-month,8.472230206780985,3,No
381,71.15011080184713,One year,3.8279171661524796,9,Yes
382,115.66870291494625,One year,4.591501337557238,6,No
383,81.81760458403852,Month-to-month,13.184359729524326,8,No
384,103.86904086311834,Two year,0.5208434773976034,7,No
385,111.79593465714645,Two year,18.486274569731606,4,Yes
386,103.3971436891712,Month-to-month,9.421656559471199,10,No
387,44.347301710406036,One year,5.360597159381483,7,No
388,86.60085951555303,One year,6.998320306209854,8,Yes
389,65.85908327577093,Two year,19.27545792699523,1,No
390,35.64416568210111,Month-to-month,0.8923474088926406,4,No
391,68.16290267008577,One year,18.51170048447233,5,No
392,53.2815660200467,Two year,18.29512590143374,5,Yes
393,106.41344775856597,Two year,1.9569892581949668,3,No
394,32.997416389202655,Month-to-month,19.94487333784064,8,No
395,116.30844496771262,Two year,4.129011926204626,3,No
396,61.98319636247366,One year,3.274376856491271,5,No
397,62.10362013622886,Two year,3.993628708113329,3,No
398,31.46956524153371,Two year,0.06619221434973888,4,Yes
399,46.670909271256555,Two year,12.802960542384945,6,Yes
400,66.1133550723248,Month-to-month,8.85542043836876,1,No
401,113.63622755724425,One year,3.4380775334120424,9,Yes
402,38.965343719914415,Two year,20.849485847466227,9,Yes
403,115.07713801311716,Month-to-month,12.148839993773159,7,No
404,108.2539677491969,Two year,8.368993653047823,6,No
405,70.87461572167966,One year,12.785293883919355,5,No
406,59.403079359143405,Two year,19.42108565000506,2,No
407,50.94697163511512,Month-to-month,4.102435343618508,9,No
408,85.3018235829187,Two year,20.776238627190608,3,No
409,32.976713232795504,Two year,14.050675099911032,5,No
410,31.40454580021454,Two year,14.772765468730459,10,Yes
411,68.5916150248414,Month-to-month,14.125012140976423,8,No
412,36.12666665772482,Two year,5.311658861162098,3,No
413,52.674688942148364,Two year,4.433724930577887,1,No
414,49.904482381147545,Month-to-month,11.45645558105186,9,No
415,52.78720743505667,Month-to-month,8.552225633738745,6,Yes
416,41.7949708093732,One year,5.7800723760970785,10,No
417,31.083260060788884,Month-to-month,13.950463102704752,7,Yes
418,40.39358674248733,Two year,20.548430169830155,8,No
419,85.66322335614731,Two year,13.365545660408063,1,No
420,117.68305915362453,Month-to-month,21.756557505798394,9,No
421,119.13105014048045,One year,17.20308019400085,7,No
422,66.81486858357555,Month-to-month,21.610494663206886,3,Yes
423,44.66589834419448,One year,4.841057457738326,7,Yes
424,87.48855816298763,Month-to-month,14.096078391323669,9,No
425,74.12748118938634,One year,8.512265982694073,4,No
426,119.04687995559883,One year,17.84892256378166,1,No
427,35.87737864366022,Two year,10.797112041763533,1,Yes
428,100.49109944824318,One year,9.892347767550593,8,No
429,55.955864759834455,Two year,3.431490782865251,10,No
430,51.72767580689166,Month-to-month,8.509307392334179,2,No
431,89.62541143794084,Month-to-month,16.0272826881774,0,No
432,52.1456866491868,Month-to-month,12.210541648362211,8,No
433,89.92732058032689,Month-to-month,12.45916596356114,5,No
434,76.55776654820599,Month-to-month,15.555980936548213,5,Yes
435,68.16800895922643,Two year,6.620101249673899,3,No
436,79.9219027795277,Month-to-month,5.297910273248038,0,Yes
437,55.83463679276667,One year,23.226205912911084,1,No
438,93.5917235645681,Two year,3.3079512531949176,7,No
439,67.33711824002077,One year,1.9439564334018113,4,Yes
440,62.4491004437303,Two year,16.887608297174022,10,No
441,104.5791223100164,One year,15.531007717745114,4,Yes
442,113.2470220757873,Two year,8.903358047474192,4,No
443,34.14065797985673,Month-to-month,1.842869895986654,4,Yes
444,50.93642935467889,Two year,6.708718641091541,5,No
445,61.36674325433069,Two year,1.4933896796145731,6,No
446,103.34698314332226,One year,23.73891133050601,8,No
447,118.69422848789678,Two year,16.689776478324845,4,No
448,117.20745342033166,Two year,10.365434404209058,4,Yes
449,111.44535109949342,Month-to-month,22.073519354939105,10,No
450,56.69006385576269,One year,13.570698041084919,7,No
451,119.28101190730267,Two year,17.07059933921983,7,No
452,52.44780369508061,One year,12.162473864807176,4,No
453,39.5315539394009,Two year,19.83547084127351,5,No
454,115.58573499498547,Two year,23.578715840090922,7,No
455,51.007822992128666,One year,9.891068657921137,4,No
456,92.07914385699755,Month-to-month,3.5351358754764526,9,No
457,35.25207230825298,Two year,9.644268429886548,5,No
458,95.76381892147286,Two year,19.145086021918743,9,No
459,109.35481911004557,Two year,0.004481134380219132,1,No
460,54.519320591936626,One year,22.91027477088424,4,No
461,64.11512064696856,Month-to-month,15.90034738889991,0,No
462,63.68665649888245,Two year,7.455548115822736,1,Yes
463,97.39094317861198,Two year,11.755712890129328,3,No
464,51.4026518285135,Two year,6.337745848413634,9,No
465,45.46677891428787,One year,10.462350822395402,2,Yes
466,70.43624838189643,One year,15.317258400759137,0,No
467,57.402156663958756,One year,16.177854935785053,7,Yes
468,105.52702100327872,One year,7.7465602483283265,10,No
469,51.39676434140749,Month-to-month,0.5511897614119139,2,No
470,75.21505117403353,One year,9.052663692220332,9,Yes
471,114.83252397281373,One year,9.009071942901173,10,No
472,87.05979279701947,Two year,9.888586061274765,10,No
473,108.05604649162183,One year,23.177411356163013,0,No
474,114.61887204192907,Month-to-month,23.282327414860905,1,Yes
475,97.56883756977167,Month-to-month,3.5691391885412846,8,No
476,92.96175542022763,Two year,21.922382639100533,1,Yes
477,117.11690099438043,Month-to-month,23.483031447788964,10,No
478,119.49607106829114,One year,6.1595401611822655,1,Yes
479,70.66395144027837,One year,17.78457360469139,5,No
480,36.37828003657875,Month-to-month,4.2109163972859855,9,No
481,56.35146282964669,Month-to-month,11.327175330331507,6,Yes
482,43.71192351189574,One year,14.572910351013416,6,No
483,67.57377373164107,Two year,4.310123525089495,8,Yes
484,41.81603956259304,One year,13.132418244516238,1,No
485,84.37060236187938,Two year,17.731951089430126,5,No
486,64.45272532420687,Two year,16.018026247258927,9,No
487,110.5847295859389,Month-to-month,15.137915865410577,5,No
488,117.10152046186516,Two year,2.890373812842226,6,No
489,79.219641150248,One year,22.953348337727235,9,No
490,54.73412128808369,One year,3.382008984172436,0,No
491,83.3007376885653,Month-to-month,14.693712212238362,3,No
492,110.70850424019689,Two year,3.1087536256326285,10,No
493,66.60600112521735,One year,12.952880141872463,7,No
494,79.68704490227738,Two year,20.818407120762238,2,No
495,54.44874908455313,One year,15.126850356849586,9,Yes
496,70.98997345050242,One year,21.806080470733,0,No
497,66.15421818416388,One year,15.80506240527155,9,No
498,52.35721185746739,One year,10.929592783506187,10,No
499,75.52797454427775,Month-to-month,11.20469442478477,9,No
500,57.93427433818303,Month-to-month,5.079300269303231,9,No
501,63.573137749267275,Two year,22.892664674383173,7,Yes
502,77.24733980288379,Two year,7.4622238701353325,10,No
503,97.55355206360888,Month-to-month,9.598701112505836,7,No
504,60.015671921214775,One year,0.7149490444115338,6,Yes
505,113.17428899586872,Two year,9.312146657618818,10,No
506,107.60866921523122,Two year,2.8009381661791197,7,Yes
507,34.38212663779757,Month-to-month,4.5942129697659295,0,No
508,52.82782718311405,Two year,18.94891933325937,6,No
